Module	Feature	Action	Passing criteria	Failing criteria	Priority	In scope	Status	Defect / notes
SOX	Audit Config - Scope	Verify that changing the scope warns about controls that already carry testing	A warning names what will be lost	Tested controls are dropped silently	P0	Yes		
SOX	Audit Config - Scope	Verify that a scope change is reflected in the audit control library	The library changes to match	The library is stale	P0	Yes		
SOX	Audit Config - Scope	Verify that the scope cannot be emptied on an audit that is already under way	The change is refused with a clear reason	An audit with work done is left with no controls	P0	Yes		
SOX	Audit Config - Scope	Verify that a short line explains that re scoping changes which controls are tested	The line is shown	No warning is given	P2	Yes		
SOX	Audit Config - Source Files	Verify that every file the audit holds is listed with where it came from	Each file shows its provenance	Files are listed with no provenance	P0	Yes		
SOX	Audit Config - Source Files	Verify that a file attached during audit creation appears here	The file is listed	The section says nothing is attached	P0	Yes		Observed on staging 21 Aug 2026 - the trial balance attached at creation is not listed
SOX	Audit Config - Source Files	Verify that a trial balance can be added from this screen	The file uploads and is listed	The action does nothing	P0	Yes		
SOX	Audit Config - Source Files	Verify that a general ledger can be added from this screen	The file uploads and is listed	The action does nothing	P0	Yes		
SOX	Audit Config - Source Files	Verify that the provenance of a file can be changed here	The answer can be changed	The answer is fixed forever	P1	Yes		
SOX	Audit Config - Source Files	Verify that changing a provenance answer is reflected everywhere that file is read	The change carries through	The change applies in one place only	P0	Yes		
SOX	Audit Config - Source Files	Verify that a control already concluded on the old provenance gets a review note rather than a silent rewrite	A review note is raised	The working paper is silently rewritten	P0	Yes		
SOX	Audit Config - Source Files	Verify that the screen states that provenance is answered once here and never per control	The line is shown	Provenance is also asked on the control	P1	Yes		
SOX	Audit Config - Source Files	Verify that a file can be removed and the effect on any control that used it is explained	A warning names the affected controls	The file is removed silently	P0	Yes		
SOX	Audit Config - Materiality	Verify that the materiality block shows the basis, the benchmark and the percentage together with the computed thresholds	Everything is in one block	The inputs and the results are split across screens	P1	Yes		
SOX	Audit Config - Materiality	Verify that the benchmark field shows the value that was entered at creation	The value is shown	The field is blank although the computed line quotes the value	P1	Yes		Observed on staging 21 Aug 2026 - the benchmark field is empty while the line below reads "5 percent of 420.00 Cr"
SOX	Audit Config - Materiality	Verify that changing the basis recomputes every threshold	All thresholds move together	A threshold is left behind	P0	Yes		
SOX	Audit Config - Materiality	Verify that changing materiality re grades every open exception	Open exceptions are re graded	Exceptions keep their old grade	P0	Yes		
SOX	Audit Config - Materiality	Verify that a re grade caused by a materiality change is announced rather than silent	A notice explains what changed	Grades change with no notice	P0	Yes		
SOX	Audit Config - Materiality	Verify that materiality cannot be changed by a user who is not allowed to set it	The block is read only for them	Anyone can change the thresholds	P0	Yes		
SOX	Audit Config - Materiality	Verify that changing materiality after sign off is blocked or requires reopening	The change is blocked with a reason	A signed audit is silently re graded	P0	Yes		
SOX	Audit Config - Severity Ladder	Verify that the four grades are shown with the money band for each	All four bands are shown	A band is missing	P0	Yes		
SOX	Audit Config - Severity Ladder	Verify that the significant deficiency band can be set as a percentage of materiality	The percentage can be changed	The band is fixed	P1	Yes		
SOX	Audit Config - Severity Ladder	Verify that changing the significant deficiency band recomputes the bands around it	The neighbouring bands move	The bands cross over or leave a gap	P0	Yes		
SOX	Audit Config - Severity Ladder	Verify that changing the band re grades every open exception	Open exceptions are re graded	Exceptions keep their old grade	P0	Yes		
SOX	Audit Config - Severity Ladder	Verify that the rule behind the ladder is written on screen in plain English	A short explanation is shown	The user has to guess the rule	P1	Yes		
SOX	Audit Config - Severity Ladder	Verify that the screen states that a compensating control can cap but never clear a deficiency	The line is shown	The cap is not explained	P1	Yes		
SOX	Audit Config - Severity Ladder	Verify that the ladder shown here matches the ladder shown during audit creation	The two agree	The two disagree	P1	Yes		
SOX	Audit Config - Aggregation	Verify that the aggregation setting explains what combining deficiencies means	A short explanation is shown	The setting has no explanation	P1	Yes		
SOX	Audit Config - Aggregation	Verify that aggregation is not offered as a simple on and off switch	Grouping is driven by rules rather than a toggle	A single toggle turns judgement on and off	P1	Yes		Design concern previously raised - combining deficiencies is a judgement, not a setting
SOX	Audit Config - Aggregation	Verify that the auto routing setting explains where a finding goes at each severity	The routing is spelled out	No explanation is given	P1	Yes		
SOX	Audit Config - Aggregation	Verify that the routing text names the right role for each step	Sign off is named as the reviewer's act	Sign off is described as the auditor's act	P1	Yes		Previously reported - copy wrongly says "auditor (sign-off)"
SOX	Audit Config - Aggregation	Verify that turning routing off leaves findings for someone to pick up rather than losing them	Findings stay visible and unassigned	Findings disappear from every queue	P0	Yes		
SOX	Audit Config - Aggregation	Verify that changing either setting is recorded so it can be traced later	The change is recorded	No trace is kept	P1	Yes		
SOX	Audit Config - MW Indicators	Verify that the material weakness indicator list is shown with how many are in force	The list and the count are shown	The count is missing	P1	Yes		
SOX	Audit Config - MW Indicators	Verify that each indicator explains that it makes a finding a material weakness whatever the amount	The rule is stated once above the list	The rule is not stated	P1	Yes		
SOX	Audit Config - MW Indicators	Verify that an indicator can be taken out of force for this audit	The indicator can be switched off	The list is read only	P1	Yes		
SOX	Audit Config - MW Indicators	Verify that indicators taken from the standard are distinguished from house rules	The two groups are marked differently	All indicators look equally authoritative	P1	Yes		Only four of the five listed come from AS 2201.69; ineffective control environment and ineffective period end reporting are practice rules
SOX	Audit Config - MW Indicators	Verify that ineffective audit committee oversight is available as an indicator	The indicator is listed	The indicator is missing from the list	P1	Yes		Observed on staging 21 Aug 2026 - audit committee oversight is not in the list of five
SOX	Audit Config - MW Indicators	Verify that switching an indicator on or off re grades any exception that carries it	The affected exceptions are re graded	Grades are stale	P0	Yes		
SOX	Audit Config - MW Indicators	Verify that indicators that belong to the whole audit are separated from those set on a single exception	The two kinds are clearly split	Both kinds sit in one flat list	P1	Yes		
SOX	Audit Config - Significant Accounts	Verify that the significant accounts table shows account, process, balance, in scope and assertions	All five columns are shown	A column is missing	P1	Yes		
SOX	Audit Config - Significant Accounts	Verify that the in scope count above the table matches the rows marked in scope	The two agree	They disagree	P1	Yes		
SOX	Audit Config - Significant Accounts	Verify that the balances come from the trial balance attached to this audit	The figures match the file	The figures come from somewhere else	P0	Yes		Observed on staging 21 Aug 2026 - accounts payable shows 184.00 Cr while the attached trial balance holds 110.40 Cr
SOX	Audit Config - Significant Accounts	Verify that an account can be brought into or taken out of scope	The state can be changed	The table is read only	P1	Yes		
SOX	Audit Config - Significant Accounts	Verify that a reason is captured when an account is taken out of scope	A reason is asked for	An account is dropped with no reason	P1	Yes		
SOX	Audit Config - Significant Accounts	Verify that the screen states that significant accounts are set once for the engagement	The line is shown	The scoping looks per audit	P2	Yes		
SOX	Audit Config - Significant Accounts	Verify that an account with a balance above performance materiality that is left out is flagged	A warning is shown	A large account is quietly out of scope	P0	Yes		
SOX	Audit Config - Significant Accounts	Verify that the assertions listed against an account are sensible for that account	The assertions match the account	The assertions look unrelated	P2	Yes		
SOX	Audit Dashboard - Counters	Verify that the top rail shows design concluded, operating concluded, effective, ineffective, awaiting review and waiting on owner	All six counters are shown	A counter is missing	P0	Yes		
SOX	Audit Dashboard - Counters	Verify that design concluded and operating concluded are shown as a fraction of the controls in scope	Both show a fraction	A counter shows a bare number	P1	Yes		
SOX	Audit Dashboard - Counters	Verify that effective and ineffective add up to the controls concluded on operating	The figures add up	They do not add up	P0	Yes		
SOX	Audit Dashboard - Counters	Verify that concluding a control moves the matching counter	The counter moves	The counter is stale until a refresh	P0	Yes		
SOX	Audit Dashboard - Counters	Verify that a counter that is zero shows a clear zero	Zero is shown	The tile is blank	P2	Yes		
SOX	Audit Dashboard - Counters	Verify that clicking a counter opens the matching filtered control list	The list opens filtered	Nothing happens	P1	Yes		
SOX	Audit Dashboard - Health	Verify that the audit health block shows testing progress, control effectiveness and sample testing	All three scores are shown	A score is missing	P0	Yes		
SOX	Audit Dashboard - Health	Verify that each score shows a percentage, the underlying counts and a one line meaning	All three parts are shown	Only the percentage is shown	P1	Yes		
SOX	Audit Dashboard - Health	Verify that testing progress counts controls that reached a conclusion on both tracks	The count matches that rule	A control concluded on design only is counted as complete	P0	Yes		
SOX	Audit Dashboard - Health	Verify that a single ineffective control turns control effectiveness red	The score turns red	The score stays green	P0	Yes		
SOX	Audit Dashboard - Health	Verify that sample testing counts the checks completed across the operating tests	The count matches the checks	The count is wrong	P1	Yes		
SOX	Audit Dashboard - Health	Verify that a score with nothing to measure yet says so rather than showing a misleading zero	A clear message is shown	Zero percent is shown as if it were a failure	P1	Yes		
SOX	Audit Dashboard - Health	Verify that the scores move as testing progresses	The scores move	The scores are stale	P0	Yes		
SOX	Audit Dashboard - Health	Verify that each score explains what would turn it green	A short explanation is shown	No guidance is given	P2	Yes		
SOX	Audit Dashboard - Cards	Verify that the deficiencies card shows open and total counts and a breakdown by grade	Both counts and the breakdown are shown	A figure is missing	P0	Yes		
SOX	Audit Dashboard - Cards	Verify that the grade breakdown adds up to the total deficiencies	The parts add up	They do not add up	P0	Yes		
SOX	Audit Dashboard - Cards	Verify that the manage deficiencies link opens the deficiency register	The register opens	The link does nothing	P1	Yes		
SOX	Audit Dashboard - Cards	Verify that the handoffs card shows document requests, open questions and remediations	All three are shown	A line is missing	P1	Yes		
SOX	Audit Dashboard - Cards	Verify that the handoffs card says clearly when nothing is outstanding	A short message is shown	A blank card is shown	P2	Yes		
SOX	Audit Dashboard - Cards	Verify that the materiality card shows overall, performance and clearly trivial	All three are shown	A figure is missing	P1	Yes		
SOX	Audit Dashboard - Cards	Verify that the materiality figures match the configuration tab	The two agree	They disagree	P0	Yes		
SOX	Audit Dashboard - Cards	Verify that the materiality and scope link opens the configuration tab	The right tab opens	The link does nothing	P1	Yes		
SOX	Audit Dashboard - Closing	Verify that the block that must close before the opinion date lists everything outstanding	Every outstanding item is listed	An item is missing	P0	Yes		
SOX	Audit Dashboard - Closing	Verify that controls not concluded are counted and can be opened from the list	The count is right and the list opens	The row is not clickable	P1	Yes		
SOX	Audit Dashboard - Closing	Verify that open material weaknesses are called out with what happens if they stay open	A clear warning is shown	Material weaknesses are listed like anything else	P0	Yes		
SOX	Audit Dashboard - Closing	Verify that a countdown to the opinion date is shown once a year end date exists	The countdown is shown	No countdown is shown	P1	Yes		
SOX	Audit Dashboard - Closing	Verify that the block is empty and says so once everything has closed	A short message confirms everything is closed	The block still lists stale items	P1	Yes		
SOX	Audit Dashboard - Sign Off	Verify that the sign off block explains that the preparer signs first and the reviewer countersigns	The rule is written on screen	No explanation is given	P1	Yes		
SOX	Audit Dashboard - Sign Off	Verify that sign off is locked until every control has concluded	The action is disabled with a clear reason	The audit can be signed with controls untested	P0	Yes		
SOX	Audit Dashboard - Sign Off	Verify that the concluded and countersigned counts are shown as fractions	Both fractions are shown	A count is missing	P1	Yes		
SOX	Audit Dashboard - Sign Off	Verify that the named reviewer who will countersign is shown	The reviewer is named	No reviewer is named	P1	Yes		
SOX	Audit Dashboard - Sign Off	Verify that the same person cannot both prepare and countersign	The second signature is blocked with a clear reason	One person signs both	P0	Yes		
SOX	Audit Dashboard - Sign Off	Verify that signing as preparer records the person and the time	Both are recorded	The signature has no name or time	P0	Yes		
SOX	Audit Dashboard - Sign Off	Verify that a signed audit is clearly marked as signed	The state changes	The audit still looks open	P1	Yes		
SOX	Audit Dashboard - Sign Off	Verify that a signed audit cannot have its testing changed without being reopened	Changes are blocked with a clear reason	A signed audit can be edited	P0	Yes		
SOX	Audit Dashboard - By Process	Verify that the by process block lists every process in the audit with its control count	All processes are listed	A process is missing	P1	Yes		
SOX	Audit Dashboard - By Process	Verify that each process row shows effective and not tested counts	Both are shown	A count is missing	P1	Yes		
SOX	Audit Dashboard - By Process	Verify that the design and operating fractions on each row match the controls in that process	The fractions agree	They disagree	P1	Yes		
SOX	Audit Dashboard - By Process	Verify that clicking a process opens the control list filtered to it	The filtered list opens	Nothing happens	P1	Yes		
SOX	Audit Control Library	Verify that the audit control library shows tiles for controls, tests due now, effective, awaiting review and waiting on owner	All five tiles are shown	A tile is missing	P1	Yes		
SOX	Audit Control Library	Verify that the controls tile matches the rows in the table	The two agree	They disagree	P0	Yes		
SOX	Audit Control Library	Verify that the table shows the design and operating tracks as separate columns	Both tracks are shown separately	The two are merged into one status	P0	Yes		
SOX	Audit Control Library	Verify that each row shows an overall conclusion and whose court the work is in	Both are shown	A value is missing	P1	Yes		
SOX	Audit Control Library	Verify that the design column shows the number of documents on file	The count matches the design elements filed	The count reads zero although a document is attached	P1	Yes		Observed on staging 21 Aug 2026 - a control with one attached narrative shows "0/0 docs"
SOX	Audit Control Library	Verify that the operating column shows the checks completed out of the total	The fraction matches the operating test	The fraction is wrong	P1	Yes		
SOX	Audit Control Library	Verify that a due badge is shown against each control	A badge such as due in or overdue is shown	No badge is shown	P1	Yes		
SOX	Audit Control Library	Verify that a due date is worked out from the control frequency and the audit period	The badge is sensible for the period	A control in a period that has not started yet is already overdue	P0	Yes		Observed on staging 21 Aug 2026 - C002 shows "Overdue 1d" on an audit created the same day for a period ending 30 Sept 2026
SOX	Audit Control Library	Verify that a control needing a retest after remediation carries its own badge	The badge names the retest	The control looks like any other	P1	Yes		
SOX	Audit Control Library	Verify that the group headings show the design and operating progress for the group	Both are shown	No progress is shown	P1	Yes		
SOX	Audit Control Library	Verify that only controls in this audit scope are listed	Nothing outside the scope appears	Out of scope controls are listed	P0	Yes		
SOX	Audit Control Library	Verify that clicking a control opens its working paper for this audit	The working paper opens	The engagement level control page opens instead	P0	Yes		
SOX	Audit Control Library	Verify that the search narrows by control text, owner and working paper reference	All three find the control	Only the text is searched	P1	Yes		
SOX	Working Paper - Shell	Verify that the working paper shows the control objective, the control line and the activity line	All three are shown	A line is missing	P1	Yes		
SOX	Working Paper - Shell	Verify that the breadcrumb names the engagement, the audit period and the control	All three are named	A part is missing or shows a dash	P1	Yes		Observed on staging 21 Aug 2026 - the breadcrumb ends "C001/-" because the entity is blank
SOX	Working Paper - Shell	Verify that the overall status is shown with both track states next to it	The overall status and both tracks are shown	A track is missing	P0	Yes		
SOX	Working Paper - Shell	Verify that the overall status stays not tested until both tracks conclude	The status waits for both tracks	The status flips on the first track	P1	Yes		
SOX	Working Paper - Shell	Verify that the five steps are shown in order with their own one line description	All five steps are shown in order	A step is missing or out of order	P0	Yes		
SOX	Working Paper - Shell	Verify that a locked step explains what unlocks it	Each locked step names its gate	A step is locked with no reason	P0	Yes		
SOX	Working Paper - Shell	Verify that the operating test does not claim to unlock after design when it actually waits for the sample	The gate text names the real gate	The operating step says it unlocks after design while it waits for a sample	P1	Yes		Observed on staging 21 Aug 2026 - the operating step reads "Unlocks after design" long after design concluded
SOX	Working Paper - Shell	Verify that the working paper button opens the printable paper	The paper opens	The button does nothing	P1	Yes		
SOX	Working Paper - Shell	Verify that the line about both roles testing and every run being logged is shown	The line is shown	No such explanation is given	P2	Yes		
SOX	Working Paper - Shell	Verify that a reopen action is available on a concluded paper for someone with the right to use it	The action is offered	There is no way to reopen	P1	Yes		
SOX	Working Paper - Shell	Verify that the working paper loads within a reasonable wait	The paper appears within a few seconds	The paper takes longer than fifteen seconds	P1	Yes		
SOX	Working Paper - Shell	Verify that the same working paper opened twice shows the same state	The state is the same	The two views disagree	P1	Yes		
SOX	Working Paper - Programme	Verify that the audit programme block lists the steps this paper enforces	The steps are listed	No programme is shown	P1	Yes		
SOX	Working Paper - Programme	Verify that the number of steps named in the heading matches the steps listed	The two agree	They disagree	P2	Yes		
SOX	Working Paper - Programme	Verify that the programme names how many design elements are required	The count matches the elements on the paper	The count is wrong	P1	Yes		Observed on staging 21 Aug 2026 - the step read "Gather the 0 required design elements" before anything was added and "Gather the 2 required design elements" when only one existed
SOX	Working Paper - Programme	Verify that the programme names how many attributes will be tested	The count matches the attributes on the control	The count is wrong	P1	Yes		Observed on staging 21 Aug 2026 - the step says "Test 3 attributes" on a control with one attribute
SOX	Working Paper - Programme	Verify that the performed by line names the person once testing has started	A name is shown	The line stays as a dash after work has been done	P1	Yes		
SOX	Working Paper - Programme	Verify that the hard copy file reference, the soft copy path and the report reference are shown	All three are shown	A reference is missing	P1	Yes		
SOX	Working Paper - Programme	Verify that the working paper reference follows the control identifier	The reference is readable such as WP-C001	The reference is a raw identifier	P1	Yes		
SOX	Working Paper - Programme	Verify that the programme can be collapsed and expanded	It collapses and expands	It cannot be closed	P2	Yes		
SOX	Working Paper - Programme	Verify that the programme reflects the control frequency and risk rather than a fixed script	The steps match this control	Every control shows an identical programme	P1	Yes		
SOX	Cannot Test This	Verify that a can't test this action is available on the working paper	The action is offered	There is no way to record that a control cannot be tested	P1	Yes		
SOX	Cannot Test This	Verify that choosing it asks for a reason before anything is recorded	A reason is required	The control is parked with no reason	P0	Yes		
SOX	Cannot Test This	Verify that the recorded reason is shown on the working paper afterwards	The reason is visible	The reason disappears	P1	Yes		
SOX	Cannot Test This	Verify that a control marked as untestable is counted as untested rather than effective	It counts as untested	It counts towards effective controls	P0	Yes		
SOX	Cannot Test This	Verify that a control marked as untestable is flagged before audit sign off	The sign off checklist names it	The audit can be signed with it ignored	P0	Yes		
SOX	Cannot Test This	Verify that the mark can be undone	The control returns to normal testing	The mark cannot be removed	P1	Yes		
SOX	Cannot Test This	Verify that marking a control untestable is recorded so it can be traced later	It appears in history	No trace is kept	P1	Yes		
SOX	TOD - Start	Verify that a control with no design test yet shows a clear starting screen	A short message and a start action are shown	A blank step is shown	P1	Yes		
SOX	TOD - Start	Verify that starting the design test lists every attribute on the control	All attributes are listed	An attribute is missing	P0	Yes		
SOX	TOD - Start	Verify that each attribute row shows its code and its wording	Both are shown	The code is missing	P1	Yes		
SOX	TOD - Start	Verify that each attribute row shows its own state	A state such as not started is shown	No state is shown	P1	Yes		
SOX	TOD - Start	Verify that an attribute row can be expanded and collapsed	It opens and closes	It cannot be opened	P1	Yes		
SOX	TOD - Start	Verify that the attribute state changes as checks are added and passed	The state moves from not started to a count and then to passed	The state is stale	P1	Yes		
SOX	TOD - Start	Verify that starting the design test is recorded so it can be traced later	It appears in history	No trace is kept	P2	Yes		
SOX	TOD - Elements	Verify that design elements can be added from a list of the usual document kinds	Narrative, flowchart, walkthrough, control description, policy, precision and segregation of duties are offered	A kind is missing	P1	Yes		
SOX	TOD - Elements	Verify that a custom element kind can be added	A custom kind can be named and added	Only the fixed list is available	P1	Yes		
SOX	TOD - Elements	Verify that an added element is marked required or optional	The marker is shown	No marker is shown	P1	Yes		
SOX	TOD - Elements	Verify that an element with nothing attached is marked as missing	A missing marker is shown	The element looks complete	P0	Yes		
SOX	TOD - Elements	Verify that an element can be removed	The element disappears	Removal does nothing	P1	Yes		
SOX	TOD - Elements	Verify that the completeness score counts only required elements	The score matches the required elements	Optional elements move the score	P1	Yes		
SOX	TOD - Elements	Verify that the same element kind cannot be added twice without a warning	A warning is shown	Two identical elements are added	P2	Yes		
SOX	TOD - Elements	Verify that adding an element is recorded so it can be traced later	It appears in history	No trace is kept	P1	Yes		
SOX	TOD - Elements	Verify that the element list explains that required elements gate the conclusion and optional ones do not	The rule is written on screen	The rule is not stated	P1	Yes		
SOX	TOD - Elements	Verify that an element added after the design concluded reopens the conclusion or is refused	The behaviour is explained either way	The conclusion silently stands on a changed file	P0	Yes		
SOX	TOD - Elements	Verify that the design elements section is empty and says so on a fresh control	A short message is shown	A blank area is shown	P2	Yes		
SOX	TOD - Not Applicable	Verify that an element can be marked as not applicable with a reason	A reason must be chosen	The element is waived with no reason	P0	Yes		
SOX	TOD - Not Applicable	Verify that the reasons offered cover covered elsewhere, not applicable, superseded and tested centrally	All four are offered	A reason is missing	P1	Yes		
SOX	TOD - Not Applicable	Verify that the chosen reason is shown on the element afterwards	The reason is visible	Only a waived label is shown	P1	Yes		
SOX	TOD - Not Applicable	Verify that a waiver can be undone	An undo action is offered and works	The waiver cannot be reversed	P1	Yes		
SOX	TOD - Not Applicable	Verify that the reason list disappears once the element is evidenced	The reasons are hidden	The reason buttons stay on an evidenced element	P2	Yes		Observed on staging 21 Aug 2026 - the WHY reasons stay on screen after evidence is attached
SOX	TOD - Not Applicable	Verify that waiving a required element is treated differently from evidencing it	The score or the paper shows the difference	A waived required element counts as fully complete	P1	Yes		Observed on staging 21 Aug 2026 - waiving the only required element moved completeness straight to 100 percent
SOX	TOD - Not Applicable	Verify that a design check cannot cite a waived element as its evidence	The check must point at real evidence	A check is shown as evidenced by a document that was waived	P0	Yes		Observed on staging 21 Aug 2026 - the design check reads "Evidenced by Process narrative" although that narrative was marked not applicable
SOX	TOD - Not Applicable	Verify that waiving an element is recorded so it can be traced later	It appears in history	No trace is kept	P1	Yes		
SOX	TOD - Evidence	Verify that a document can be attached to a design element	The file uploads and the element shows as evidenced	The upload fails	P0	Yes		
SOX	TOD - Evidence	Verify that the accepted file kinds are stated before the picker opens	The kinds are stated	The user finds out only when a file is refused	P2	Yes		
SOX	TOD - Evidence	Verify that a file of an unsupported kind is refused with a clear message	A message names the accepted kinds	An unsupported file is accepted	P1	Yes		
SOX	TOD - Evidence	Verify that the attached file shows its name, size and who supplied it	All three are shown	The row shows a name and a stray separator	P1	Yes		Observed on staging 21 Aug 2026 - the file chip reads "Vendor-Master-Process-Narrative.csv , " with nothing after the comma
SOX	TOD - Evidence	Verify that the attached file can be opened or previewed	The file opens	There is no way to see it	P1	Yes		
SOX	TOD - Evidence	Verify that an attached file can be removed	The element returns to missing	The file cannot be removed	P1	Yes		
SOX	TOD - Evidence	Verify that more than one document can be attached to one element	Several files can be attached	Only one is allowed with no explanation	P1	Yes		
SOX	TOD - Evidence	Verify that attaching evidence moves the completeness score	The score moves	The score is stale	P0	Yes		
SOX	TOD - Evidence	Verify that attaching evidence is recorded so it can be traced later	It appears in history	The attachment is not recorded	P1	Yes		Observed on staging 21 Aug 2026 - the history count did not move when a file was attached
SOX	TOD - Checks	Verify that a design check can be added in the tester's own words	The check is added and listed	The action does nothing	P0	Yes		
SOX	TOD - Checks	Verify that an empty design check is refused	The add action is blocked	A blank check is created	P1	Yes		
SOX	TOD - Checks	Verify that each check can be passed or failed individually	Both actions work	A check cannot be marked	P0	Yes		
SOX	TOD - Checks	Verify that pass all and fail all set every check at once	All checks change together	The bulk action has no effect	P1	Yes		
SOX	TOD - Checks	Verify that a check shows which element it was assessed against	The element is named	No evidence link is shown	P1	Yes		
SOX	TOD - Checks	Verify that the element a check is assessed against can be changed	The link can be changed	The link is fixed	P1	Yes		
SOX	TOD - Checks	Verify that the auditor can attach their own proof against a check	A proof can be attached	There is no way to add proof	P1	Yes		
SOX	TOD - Checks	Verify that a check state can be changed after it has been set	The state can be changed	The first answer is final	P1	Yes		
SOX	TOD - Checks	Verify that a check can be deleted	The check disappears	Deletion does nothing	P1	Yes		
SOX	TOD - Checks	Verify that the design coverage score counts checks passed out of checks added	The score matches	The score is wrong	P1	Yes		
SOX	TOD - Checks	Verify that one failed check turns the coverage score red however complete the file is	The score turns red	A failed check is ignored	P0	Yes		
SOX	TOD - Checks	Verify that adding, passing and failing a check are each recorded	All three appear in history	Only some are recorded	P1	Yes		
SOX	TOD - Conclude	Verify that conclude effective is blocked while any required element is missing evidence or a reason	The action is blocked with the reason named	The design is concluded on an incomplete file	P0	Yes		
SOX	TOD - Conclude	Verify that conclude effective is blocked while any design check has not been assessed	The action is blocked with the reason named	The design is concluded with untested checks	P0	Yes		
SOX	TOD - Conclude	Verify that conclude effective is blocked while any design check has failed	The action is blocked	A failing check is concluded effective	P0	Yes		
SOX	TOD - Conclude	Verify that conclude ineffective is disabled with the same clarity as conclude effective when it cannot be used	Both buttons behave the same way	One button is enabled and simply errors when pressed	P1	Yes		Observed on staging 21 Aug 2026 - conclude ineffective looks enabled and only errors afterwards
SOX	TOD - Conclude	Verify that a rationale is required before a conclusion is recorded	The conclusion is blocked without one	A conclusion is recorded with an empty rationale	P0	Yes		Observed on staging 21 Aug 2026 - the design was concluded effective with the rationale box empty
SOX	TOD - Conclude	Verify that the rationale is shown on the concluded step afterwards	The rationale is visible on the paper	The rationale is nowhere to be seen	P0	Yes		
SOX	TOD - Conclude	Verify that the system suggests a conclusion from the results before the tester chooses	A suggestion is shown	No suggestion is offered	P1	Yes		
SOX	TOD - Conclude	Verify that a suggested rationale is offered that the tester can accept or rewrite	A draft is offered	The tester writes from a blank box every time	P1	Yes		
SOX	TOD - Conclude	Verify that concluding design effective unlocks the population step	Population opens	The step stays locked	P0	Yes		
SOX	TOD - Conclude	Verify that concluding design ineffective raises an exception	A deficiency is raised automatically	Nothing is raised	P0	Yes		Could not verify on staging 21 Aug 2026 - no control could be brought to a failing conclusion
SOX	TOD - Conclude	Verify that a concluded design step becomes read only	The step is read only	Checks can still be changed after the conclusion	P0	Yes		
SOX	TOD - Conclude	Verify that concluding the design is recorded with the person and the time	Both are recorded	The record has no name or time	P0	Yes		
SOX	Population - Sources	Verify that the population step lists the sources the control's workflows need	Each source is listed	No sources are shown	P0	Yes		
SOX	Population - Sources	Verify that a control with no mapped workflow explains that sources appear once a workflow is mapped	The explanation is shown	The step is simply empty	P0	Yes		
SOX	Population - Sources	Verify that each source names the workflow that needs it	The workflow is named	No workflow is named	P1	Yes		
SOX	Population - Sources	Verify that a source with no file yet is clearly marked as awaiting a file	A clear message is shown	The source looks ready	P0	Yes		
SOX	Population - Sources	Verify that the count of sources still awaiting a file is shown	The count is shown	No count is shown	P1	Yes		
SOX	Population - Sources	Verify that extract population is blocked while any declared source has not arrived	The action is blocked with the reason named	The extract runs on a missing source	P0	Yes		
SOX	Population - Sources	Verify that each source must be ticked before it is drawn on	The tick is required	The extract runs on sources the control does not use	P1	Yes		
SOX	Population - Sources	Verify that a source already used shows that it has been drawn on	A clear marker is shown	The same source can be drawn twice with no sign	P1	Yes		
SOX	Population - Sources	Verify that the step states that there is one population per source	The line is shown	The rule is not stated	P2	Yes		
SOX	Population - Sources	Verify that a source can be removed before the population is locked	The source can be removed	The source cannot be removed	P1	Yes		
SOX	Population - Supply Files	Verify that supply files opens a panel that links files to this control's slots	The panel opens with a slot per source	The panel does not open	P0	Yes		
SOX	Population - Supply Files	Verify that the panel states that nothing runs when a file is linked	The line is shown	The user fears a workflow will fire	P2	Yes		
SOX	Population - Supply Files	Verify that files can be added to a pool before being assigned	The pool accepts files	Files must be assigned as they are chosen	P1	Yes		
SOX	Population - Supply Files	Verify that a file in the pool can be removed before it is linked	The file can be removed	The file cannot be removed	P1	Yes		
SOX	Population - Supply Files	Verify that each slot offers a dropdown of the files in the pool	The dropdown lists the pool	The dropdown is empty although the pool has files	P0	Yes		
SOX	Population - Supply Files	Verify that auto map fills a slot when a file name matches the slot	The slot is filled	Auto map does nothing on an exact name match	P1	Yes		Observed on staging 21 Aug 2026 - auto map left the slot empty for a file whose name matched the slot exactly
SOX	Population - Supply Files	Verify that the link action names how many files will be linked	The count is on the button	No count is shown	P2	Yes		
SOX	Population - Supply Files	Verify that link is blocked while any slot is empty	The action is blocked	A population is built on an unfilled slot	P1	Yes		
SOX	Population - Supply Files	Verify that a file uploaded for one control can be reused on another control without uploading it again	The file can be picked from a shared pool	The same file has to be uploaded again for every control	P1	Yes		Observed on staging 21 Aug 2026 - the pool for a second control was empty and the same file had to be uploaded again
SOX	Population - Supply Files	Verify that closing the panel without linking leaves the source untouched	The source is still awaiting a file	A half linked source is left behind	P1	Yes		
SOX	Population - Supply Files	Verify that the file picker restricts the kinds of file that can be supplied	Only sensible data files are accepted	Any file at all is accepted	P1	Yes		Observed on staging 21 Aug 2026 - the population upload input carries no file type restriction
SOX	Population - Supply Files	Verify that the same file is not added to the pool twice from one action	One copy is added	Two identical copies appear	P1	Yes		Observed on staging 21 Aug 2026 - a single choose action produced two identical uploads
SOX	Population - Column Mapping	Verify that the column mapping panel names the file and the slot it is mapping	Both are named	The panel is generic	P1	Yes		
SOX	Population - Column Mapping	Verify that every column the workflow expects is listed	All are listed	A column is missing	P0	Yes		
